"country","year","num_cases","num_deaths","region"
"Colombia",2015,47616,18,"Americas"
"Congo",2015,51529,435,"Americas"
"Costa Rica",2015,0,0,"Americas"
"Dominican Republic",2015,631,3,"Americas"
"Ecuador",2015,618,0,"Americas"
"El Salvador",2015,2,0,"Americas"
"Guatemala",2015,6836,1,"Americas"
"Guyana",2015,9984,12,"Americas"
"Haiti",2015,17583,15,"Americas"
"Honduras",2015,3575,0,"Americas"
"Mexico",2015,517,0,"Americas"
"Nicaragua",2015,2279,1,"Americas"
"Panama",2015,546,0,"Americas"
"Paraguay",2015,0,0,"Americas"
"Peru",2015,61865,5,"Americas"
"Suriname",2015,81,0,"Americas"
"Venezuela (Bolivarian Republic of)",2015,136402,8,"Americas"
"Argentina",2014,0,0,"Americas"
"Belize",2014,19,0,"Americas"
"Bolivia (Plurinational State of)",2014,7401,1,"Americas"
"Brazil",2014,139272,36,"Americas"
"Colombia",2014,40768,17,"Americas"
"Congo",2014,66323,271,"Americas"
"Costa Rica",2014,0,0,"Americas"
"Dominican Republic",2014,459,4,"Americas"
"Ecuador",2014,242,0,"Americas"
"El Salvador",2014,6,0,"Americas"
"Guatemala",2014,5685,1,"Americas"
"Guyana",2014,12354,11,"Americas"
"Haiti",2014,17696,9,"Americas"
"Honduras",2014,3378,2,"Americas"
"Mexico",2014,656,0,"Americas"
"Nicaragua",2014,1142,0,"Americas"
"Panama",2014,864,0,"Americas"
"Paraguay",2014,0,0,"Americas"
"Peru",2014,65252,4,"Americas"
"Suriname",2014,401,1,"Americas"
"Venezuela (Bolivarian Republic of)",2014,90708,5,"Americas"
"Argentina",2013,0,0,"Americas"
"Belize",2013,20,0,"Americas"
"Bolivia (Plurinational State of)",2013,7301,0,"Americas"
"Brazil",2013,168862,40,"Americas"
"Colombia",2013,51696,10,"Americas"
"Congo",2013,43232,2870,"Americas"
"Costa Rica",2013,0,0,"Americas"
"Dominican Republic",2013,579,5,"Americas"
"Ecuador",2013,368,0,"Americas"
"El Salvador",2013,6,0,"Americas"
"Guatemala",2013,6214,1,"Americas"
"Guyana",2013,31479,14,"Americas"
"Haiti",2013,20957,10,"Americas"
"Honduras",2013,5428,1,"Americas"
"Mexico",2013,495,0,"Americas"
"Nicaragua",2013,1162,0,"Americas"
"Panama",2013,705,0,"Americas"
"Paraguay",2013,0,0,"Americas"
"Peru",2013,48719,4,"Americas"
"Suriname",2013,729,1,"Americas"
"Venezuela (Bolivarian Republic of)",2013,78643,6,"Americas"
"Argentina",2012,0,0,"Americas"
"Belize",2012,33,0,"Americas"
"Bolivia (Plurinational State of)",2012,7415,0,"Americas"
"Brazil",2012,242758,60,"Americas"
"Colombia",2012,60179,24,"Americas"
"Congo",2012,120319,623,"Americas"
"Costa Rica",2012,6,0,"Americas"
"Dominican Republic",2012,952,8,"Americas"
"Ecuador",2012,544,0,"Americas"
"El Salvador",2012,13,0,"Americas"
"Guatemala",2012,5346,0,"Americas"
"Guyana",2012,31656,35,"Americas"
"Haiti",2012,25423,6,"Americas"
"Honduras",2012,6437,1,"Americas"
"Mexico",2012,833,0,"Americas"
"Nicaragua",2012,1235,2,"Americas"
"Panama",2012,844,1,"Americas"
"Paraguay",2012,0,0,"Americas"
"Peru",2012,31436,7,"Americas"
"Suriname",2012,356,0,"Americas"
"Venezuela (Bolivarian Republic of)",2012,52803,10,"Americas"
"Argentina",2011,0,0,"Americas"
"Belize",2011,72,0,"Americas"
"Bolivia (Plurinational State of)",2011,7143,0,"Americas"
"Brazil",2011,267146,70,"Americas"
"Colombia",2011,60105,23,"Americas"
"Congo",2011,37744,892,"Americas"
"Costa Rica",2011,10,0,"Americas"
"Dominican Republic",2011,1616,10,"Americas"
"Ecuador",2011,1219,0,"Americas"
"El Salvador",2011,9,0,"Americas"
"Guatemala",2011,6817,0,"Americas"
"Guyana",2011,29506,36,"Americas"
"Haiti",2011,34350,5,"Americas"
"Honduras",2011,7510,2,"Americas"
"Mexico",2011,1124,0,"Americas"
"Nicaragua",2011,925,1,"Americas"
"Panama",2011,354,0,"Americas"
"Paraguay",2011,1,0,"Americas"
"Peru",2011,25039,1,"Americas"
"Suriname",2011,771,1,"Americas"
"Venezuela (Bolivarian Republic of)",2011,45824,16,"Americas"
"Argentina",2010,14,0,"Americas"
"Belize",2010,150,0,"Americas"
"Bolivia (Plurinational State of)",2010,13769,0,"Americas"
"Brazil",2010,334483,76,"Americas"
"Colombia",2010,117589,42,"Americas"
"Congo",2010,NA,NA,"Americas"
"Costa Rica",2010,110,0,"Americas"
"Dominican Republic",2010,3414,15,"Americas"
"Ecuador",2010,1888,0,"Americas"
"El Salvador",2010,19,0,"Americas"
"Guatemala",2010,7384,0,"Americas"
"Guyana",2010,22935,24,"Americas"
"Haiti",2010,84153,8,"Americas"
"Honduras",2010,9744,3,"Americas"
"Mexico",2010,1226,0,"Americas"
"Nicaragua",2010,692,1,"Americas"
"Panama",2010,418,1,"Americas"
"Paraguay",2010,18,0,"Americas"
"Peru",2010,31546,0,"Americas"
"Suriname",2010,1712,1,"Americas"
"Venezuela (Bolivarian Republic of)",2010,45155,18,"Americas"
"Argentina",2009,86,0,"Americas"
"Belize",2009,256,0,"Americas"
"Bolivia (Plurinational State of)",2009,9743,0,"Americas"
"Brazil",2009,309316,85,"Americas"
"Colombia",2009,79347,28,"Americas"
"Congo",2009,92855,116,"Americas"
"Costa Rica",2009,262,1,"Americas"
"Dominican Republic",2009,1643,14,"Americas"
"Ecuador",2009,4120,6,"Americas"
"El Salvador",2009,20,0,"Americas"
"Guatemala",2009,7080,0,"Americas"
"Guyana",2009,13673,20,"Americas"
"Haiti",2009,49535,7,"Americas"
"Honduras",2009,9313,1,"Americas"
"Mexico",2009,2703,0,"Americas"
"Nicaragua",2009,610,0,"Americas"
"Panama",2009,778,0,"Americas"
"Paraguay",2009,91,0,"Americas"
"Peru",2009,42645,2,"Americas"
"Suriname",2009,2380,0,"Americas"
"Venezuela (Bolivarian Republic of)",2009,35828,11,"Americas"
"Argentina",2008,130,0,"Americas"
"Belize",2008,540,0,"Americas"
"Bolivia (Plurinational State of)",2008,9748,0,"Americas"
"Brazil",2008,315746,68,"Americas"
"Colombia",2008,80559,54,"Americas"
"Congo",2008,117291,143,"Americas"
"Costa Rica",2008,966,0,"Americas"
"Dominican Republic",2008,1840,11,"Americas"
"Ecuador",2008,4891,5,"Americas"
"El Salvador",2008,33,0,"Americas"
"Guatemala",2008,7198,0,"Americas"
"Guyana",2008,11815,11,"Americas"
"Haiti",2008,36774,17,"Americas"
"Honduras",2008,8368,2,"Americas"
"Mexico",2008,2357,0,"Americas"
"Nicaragua",2008,762,0,"Americas"
"Panama",2008,744,1,"Americas"
"Paraguay",2008,348,0,"Americas"
"Peru",2008,44522,2,"Americas"
"Suriname",2008,2709,0,"Americas"
"Venezuela (Bolivarian Republic of)",2008,32037,9,"Americas"
"Argentina",2007,387,0,"Americas"
"Belize",2007,845,0,"Americas"
"Bolivia (Plurinational State of)",2007,14610,0,"Americas"
"Brazil",2007,458652,93,"Americas"
"Colombia",2007,128462,68,"Americas"
"Congo",2007,103213,113,"Americas"
"Costa Rica",2007,1223,0,"Americas"
"Dominican Republic",2007,2711,17,"Americas"
"Ecuador",2007,8464,8,"Americas"
"El Salvador",2007,40,0,"Americas"
"Guatemala",2007,15382,3,"Americas"
"Guyana",2007,11656,20,"Americas"
"Haiti",2007,29825,28,"Americas"
"Honduras",2007,10512,2,"Americas"
"Mexico",2007,2361,0,"Americas"
"Nicaragua",2007,1356,0,"Americas"
"Panama",2007,1281,1,"Americas"
"Paraguay",2007,1341,0,"Americas"
"Peru",2007,50797,2,"Americas"
"Suriname",2007,1741,1,"Americas"
"Venezuela (Bolivarian Republic of)",2007,41749,16,"Americas"
"Argentina",2006,212,0,"Americas"
"Belize",2006,844,1,"Americas"
"Bolivia (Plurinational State of)",2006,19725,0,"Americas"
"Brazil",2006,549469,110,"Americas"
"Colombia",2006,120096,77,"Americas"
"Congo",2006,NA,NA,"Americas"
"Costa Rica",2006,2903,0,"Americas"
"Dominican Republic",2006,3525,10,"Americas"
"Ecuador",2006,9863,9,"Americas"
"El Salvador",2006,49,0,"Americas"
"Guatemala",2006,31093,2,"Americas"
"Guyana",2006,21064,20,"Americas"
"Haiti",2006,32739,32,"Americas"
"Honduras",2006,11947,0,"Americas"
"Mexico",2006,2514,0,"Americas"
"Nicaragua",2006,3114,1,"Americas"
"Panama",2006,1663,1,"Americas"
"Paraguay",2006,823,0,"Americas"
"Peru",2006,64925,6,"Americas"
"Suriname",2006,3289,1,"Americas"
"Venezuela (Bolivarian Republic of)",2006,37062,11,"Americas"
"Argentina",2005,252,0,"Americas"
"Belize",2005,1549,0,"Americas"
"Bolivia (Plurinational State of)",2005,21442,0,"Americas"
"Brazil",2005,606067,123,"Americas"
"Colombia",2005,121629,87,"Americas"
"Congo",2005,67,NA,"Americas"
"Costa Rica",2005,3541,0,"Americas"
"Dominican Republic",2005,3837,16,"Americas"
"Ecuador",2005,17050,22,"Americas"
"El Salvador",2005,67,0,"Americas"
"Guatemala",2005,39571,4,"Americas"
"Guyana",2005,38984,33,"Americas"
"Haiti",2005,21778,29,"Americas"
"Honduras",2005,15943,1,"Americas"
"Mexico",2005,2967,0,"Americas"
"Nicaragua",2005,6642,6,"Americas"
"Panama",2005,3667,1,"Americas"
"Paraguay",2005,376,0,"Americas"
"Peru",2005,87699,4,"Americas"
"Suriname",2005,9131,1,"Americas"
"Venezuela (Bolivarian Republic of)",2005,45049,17,"Americas"
"Argentina",2004,115,0,"Americas"
"Belize",2004,1066,1,"Americas"
"Bolivia (Plurinational State of)",2004,14910,3,"Americas"
"Brazil",2004,465004,102,"Americas"
"Colombia",2004,142241,126,"Americas"
"Congo",2004,293,NA,"Americas"
"Costa Rica",2004,1289,0,"Americas"
"Dominican Republic",2004,2355,16,"Americas"
"Ecuador",2004,28730,37,"Americas"
"El Salvador",2004,112,0,"Americas"
"Guatemala",2004,28955,2,"Americas"
"Guyana",2004,28866,38,"Americas"
"Haiti",2004,10802,24,"Americas"
"Honduras",2004,17134,0,"Americas"
"Mexico",2004,3406,0,"Americas"
"Nicaragua",2004,6897,1,"Americas"
"Panama",2004,5095,2,"Americas"
"Paraguay",2004,694,0,"Americas"
"Peru",2004,93581,6,"Americas"
"Suriname",2004,8378,7,"Americas"
"Venezuela (Bolivarian Republic of)",2004,46655,35,"Americas"
"Argentina",2003,122,1,"Americas"
"Belize",2003,1084,NA,"Americas"
"Bolivia (Plurinational State of)",2003,20343,1,"Americas"
"Brazil",2003,408886,104,"Americas"
"Colombia",2003,180956,118,"Americas"
"Congo",2003,1633,NA,"Americas"
"Costa Rica",2003,718,0,"Americas"
"Dominican Republic",2003,1529,12,"Americas"
"Ecuador",2003,52065,46,"Americas"
"El Salvador",2003,85,0,"Americas"
"Guatemala",2003,31127,0,"Americas"
"Guyana",2003,27627,44,"Americas"
"Haiti",2003,NA,109,"Americas"
"Honduras",2003,14063,0,"Americas"
"Mexico",2003,3819,0,"Americas"
"Nicaragua",2003,6717,7,"Americas"
"Panama",2003,4500,4,"Americas"
"Paraguay",2003,1392,0,"Americas"
"Peru",2003,88408,9,"Americas"
"Suriname",2003,10982,18,"Americas"
"Venezuela (Bolivarian Republic of)",2003,31719,40,"Americas"
"Argentina",2002,125,0,"Americas"
"Belize",2002,1134,0,"Americas"
"Bolivia (Plurinational State of)",2002,14276,4,"Americas"
"Brazil",2002,348259,95,"Americas"
"Colombia",2002,204916,162,"Americas"
"Congo",2002,7677,NA,"Americas"
"Costa Rica",2002,1021,0,"Americas"
"Dominican Republic",2002,1296,11,"Americas"
"Ecuador",2002,86757,64,"Americas"
"El Salvador",2002,117,0,"Americas"
"Guatemala",2002,35540,0,"Americas"
"Guyana",2002,21895,28,"Americas"
"Haiti",2002,NA,77,"Americas"
"Honduras",2002,17223,0,"Americas"
"Mexico",2002,4624,0,"Americas"
"Nicaragua",2002,7695,8,"Americas"
"Panama",2002,2244,2,"Americas"
"Paraguay",2002,2778,0,"Americas"
"Peru",2002,99237,12,"Americas"
"Suriname",2002,12837,15,"Americas"
"Venezuela (Bolivarian Republic of)",2002,29491,23,"Americas"
"Argentina",2001,215,0,"Americas"
"Belize",2001,1162,0,"Americas"
"Bolivia (Plurinational State of)",2001,15765,0,"Americas"
"Brazil",2001,388303,142,"Americas"
"Colombia",2001,231233,168,"Americas"
"Congo",2001,11981,NA,"Americas"
"Costa Rica",2001,1363,0,"Americas"
"Dominican Republic",2001,1038,17,"Americas"
"Ecuador",2001,108903,84,"Americas"
"El Salvador",2001,362,0,"Americas"
"Guatemala",2001,35824,0,"Americas"
"Guyana",2001,27122,30,"Americas"
"Haiti",2001,9837,70,"Americas"
"Honduras",2001,24149,0,"Americas"
"Mexico",2001,4996,0,"Americas"
"Nicaragua",2001,10482,2,"Americas"
"Panama",2001,928,1,"Americas"
"Paraguay",2001,2710,0,"Americas"
"Peru",2001,78544,25,"Americas"
"Suriname",2001,16003,23,"Americas"
"Venezuela (Bolivarian Republic of)",2001,20006,28,"Americas"
"Argentina",2000,440,0,"Americas"
"Belize",2000,1486,0,"Americas"
"Bolivia (Plurinational State of)",2000,31469,11,"Americas"
"Brazil",2000,613241,245,"Americas"
"Colombia",2000,144432,124,"Americas"
"Congo",2000,15751,NA,"Americas"
"Costa Rica",2000,1879,0,"Americas"
"Dominican Republic",2000,1233,6,"Americas"
"Ecuador",2000,104528,66,"Americas"
"El Salvador",2000,753,0,"Americas"
"Guatemala",2000,53311,0,"Americas"
"Guyana",2000,24018,29,"Americas"
"Haiti",2000,16897,16,"Americas"
"Honduras",2000,35125,0,"Americas"
"Mexico",2000,7390,0,"Americas"
"Nicaragua",2000,23878,4,"Americas"
"Panama",2000,1036,1,"Americas"
"Paraguay",2000,6853,0,"Americas"
"Peru",2000,68321,20,"Americas"
"Suriname",2000,11361,24,"Americas"
"Venezuela (Bolivarian Republic of)",2000,29736,24,"Americas"
